name,zipCode,neighborhood,councilDistrict,policeDistrict,Location 1
PHANTOM'S BAR AND GRILL,21213,Belair-Edison,3,NORTHEASTERN,"3539 BELAIR RD
Baltimore, MD
"
PHILLIP'S EXPRESS BUFFET,21202,Inner Harbor,11,CENTRAL,"301 light
Baltimore, MD
"
PHILLIP'S OF HARBOR PLACE,21202,Inner Harbor,11,CENTRAL,"301 light st
Baltimore, MD
"
PICCADELIS,21201,Mount Vernon,11,CENTRAL,"202 READ ST
Baltimore, MD
"
PICKLES PUB,21230,Inner Harbor,11,SOUTHERN,"520 WASHINGTON BLVD
Baltimore, MD
"
PIER 5 HOTEL,21202,Inner Harbor,11,CENTRAL,"711 EASTERN AVE
Baltimore, MD
"
PIMLICO TRACK KITCHEN  (PIMLICO RACE COURSE),21215,Pimlico Good Neighbors,5,NORTHWESTERN,"Haward Ave
Baltimore, MD
"
PIZZA PRESTO,21224,Pulaski Industrial Area,2,SOUTHEASTERN,"6500 EASTERN AVENUE
Baltimore, MD
"
PIZZERIA UNO,21202,Inner Harbor,11,CENTRAL,"201 PRATT ST
Baltimore, MD
"
"PLAZA SALOON, INC.",21202,Downtown,11,CENTRAL,"404 BALTIMORE ST
Baltimore, MD
"
"POLISH NATIONAL ALLIANCE, COUNCIL 21",21231,Fells Point,1,SOUTHEASTERN,"1627 EASTERN AVE
Baltimore, MD
"
POLLO REAL,21224,Baltimore Highlands,2,SOUTHEASTERN,"101 EATON ST
Baltimore, MD
"
POLOCK JOHNNY'S,21230,Morrell Park,10,SOUTHWESTERN,"3212 WASHINGTON BLVD
Baltimore, MD
"
POL'S CAF,21224,Canton,1,SOUTHEASTERN,"2619 21 FOSTER AVE
Baltimore, MD
"
PONCABIRD PUB/SNACK SHACK,21224,Canton Industrial Area,1,SOUTHEASTERN,"1719 PONCABIRD PASS
Baltimore, MD
"
POPEYES FAMOUS FRIED CHICKEN,21231,Dunbar-Broadway,12,SOUTHEASTERN,"300 BROADWAY
Baltimore, MD
"
POPEYES FAMOUS FRIED CHICKEN,21224,Baltimore Highlands,1,SOUTHEASTERN,"3400 PULASKI HWY
Baltimore, MD
"
POPEYES FAMOUS FRIED CHICKEN,21229,Rognel Heights,8,SOUTHWESTERN,"4404 EDMONDSON AVE
Baltimore, MD
"
POPEYES FAMOUS FRIED CHICKEN,21206,Frankford,2,NORTHEASTERN,"5002 SINCLAIR LN
Baltimore, MD
"
POPEYES FAMOUS FRIED CHICKEN,21212,Winston-Govans,4,NORTHERN,"5002 YORK RD
Baltimore, MD
"
POPEYES FAMOUS FRIED CHICKEN,21206,Rosemont East,2,NORTHEASTERN,"6642 BELAIR RD
Baltimore, MD
"
POPEYES FAMOUS FRIED CHICKEN,21230,Riverside,10,SOUTHERN,"887 FORT AVE
Baltimore, MD
"
POPEYE'S FAMOUS FRIED CHICKEN & BISCUITS,21215,Reisterstown Station,5,NORTHWESTERN,"6512 reisterstown RD
Baltimore, MD
"
POPEYES OF MONDAWMIN,21215,Mondawmin,7,WESTERN,"2401 LIBERTY HEIGHTS AVE
Baltimore, MD
"
PORT IN A STORM,21224,Kresson,2,SOUTHEASTERN,"4330 LOMBARD ST
Baltimore, MD
"
PORT TRUCK STOP BAR  RESTAURANT,21224,Canton Industrial Area,1,SOUTHEASTERN,"1701 CLINTON ST
Baltimore, MD
"
PORTERS PUB,21230,Federal Hill,10,SOUTHERN,"1032 RIVERSIDE AVE
Baltimore, MD
"
REISTERSTOWN ROAD SUBWAY,21215,Woodmere,5,NORTHWESTERN,"5520 REISTERSTOWN ROAD
Baltimore, MD
"
RENAISSANCE HARBORPLACE HOTEL,21202,Inner Harbor,11,CENTRAL,"200 PRATT ST
Baltimore, MD
"
RENAISSANCE HARBORPLACE HOTEL,21202,Inner Harbor,11,CENTRAL,"200 202 E PRATT ST
Baltimore, MD
"
RENAISSANCE HARBORPLACE HOTEL,21202,Inner Harbor,11,CENTRAL,"200 202 E PRATT ST
Baltimore, MD
"
RENAISSANCE HARBORPLACE HOTEL,21202,Inner Harbor,11,CENTRAL,"200 202 E PRATT ST
Baltimore, MD
"
RENDEZVOUS  LOUNGE,21218,Charles Village,7,NORTHERN,"136 25TH ST
Baltimore, MD
"
restaurante el trovador,21231,Fells Point,1,SOUTHEASTERN,"318 broadway
Baltimore, MD
"
restaurate el salvador,21231,Fells Point,1,SOUTHEASTERN,"207 broadway
Baltimore, MD
"
RICK'S BAR & GRILL,21226,Curtis Bay,10,SOUTHERN,"5014 CURTIS AVE
Baltimore, MD
"
RITA'S ITALIAN ICE,21215,Fallstaff,5,NORTHWESTERN,"6796 REISTERSTOWN RD
Baltimore, MD
"
ROBBIE'S NEST,21213,Broadway East,12,EASTERN,"2250 NORTH AVE
Baltimore, MD
"
ROBERT OLIVER SEAFOOD,21201,Mid-Town Belvedere,11,CENTRAL,"1225 CATHEDRAL ST
Baltimore, MD
"
ROCCO'S CAPRICCIO,21202,Little Italy,1,SOUTHEASTERN,"242 HIGH ST
Baltimore, MD
"
"ROCK ""N"" ROBIN CAFE",21225,Brooklyn,10,SOUTHERN,"3733 HANOVER ST
Baltimore, MD
"
ROCKET TO VENUS (3358-3360),21211,Hampden,7,NORTHERN,"3358 CHESTNUT AVE
Baltimore, MD
"
RODOS  BAR,21231,Fells Point,1,SOUTHEASTERN,"719 BROADWAY
Baltimore, MD
"
ROMAN'S PLACE,21224,Baltimore-Linwood,1,SOUTHEASTERN,"2 DECKER AVE
Baltimore, MD
"
ROOTS UNLIMITED,21223,Penrose/Fayette Street Outreach,9,WESTERN,"2148 VINE ST
Baltimore, MD
"
ROPEWALK TAVERN,21230,Federal Hill,10,SOUTHERN,"1209 CHARLES ST
Baltimore, MD
"
ROSIE'S,21223,Carrollton Ridge,9,SOUTHWESTERN,"482 BENTALOU ST
Baltimore, MD
"
ROSITAS RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"206 BROADWAY
Baltimore, MD
"
ROYAL RESTAURANT,21202,Downtown,11,CENTRAL,"206 LEXINGTON ST
Baltimore, MD
"
ROYAL VILLAGE,21220,Federal Hill,10,SOUTHERN,"1033 LIGHT ST
Baltimore, MD
"
"ROY'S EAST ATLANTIC I, LIMITED PARTNERSHIP",21202,Inner Harbor,1,SOUTHEASTERN,"720 ALICEANNA ST
Baltimore, MD
"
RUB BARBEQUE,21230,Riverside,10,SOUTHERN,"1843 LIGHT STREET
Baltimore, MD
"
RUBY TUESDAY,21239,Loch Raven,4,NORTHEASTERN,"1728 NORTHERN PKWY
Baltimore, MD
"
RUBY TUESDAY,21218,Charles Village,14,NORTHERN,"3003 CHARLES ST
Baltimore, MD
"
RUMOR BAR AND GRILL,21205,McElderry Park,13,SOUTHEASTERN,"2600 MONUMENT ST
Baltimore, MD
"
RUSSELL SERNOCKY AMERICAN LEGION POST #184,21223,New Southwest/Mount Clare,9,SOUTHERN,"1410 PRATT ST
Baltimore, MD
"
RUSTY SCUPPER,21230,Federal Hill,11,CENTRAL,"402 KEY HWY
Baltimore, MD
"
RUTH E'S PLACE,21223,Millhill,9,SOUTHWESTERN,"2696 WILKENS Ave
Baltimore, MD
"
RUTH'S CHRIS STEAK HOUSE,21202,Downtown,11,CENTRAL,"600 WATER ST
Baltimore, MD
"
RUTH'S CHRIS STEAK HOUSE,21201,Inner Harbor,11,CENTRAL,"711 EASTERN AVE
Baltimore, MD
"
RUTLAND BAR,21213,Broadway East,12,EASTERN,"1508 RUTLAND AVE
Baltimore, MD
"
RYAN'S DAUGHTER,21212,Chinquapin Park-Belvedere,4,NORTHERN,"600 BELVEDERE AVE
Baltimore, MD
"
RYLEIGH'S OYSTERS,21230,Federal Hill,10,SOUTHERN,"36 CROSS ST
Baltimore, MD
"
S.O.S BAR & LOUNGE,21224,Baltimore-Linwood,1,SOUTHEASTERN,"2511 FAYETTE ST
Baltimore, MD
"
SABATINO'S RESTAURANT,21202,Little Italy,1,SOUTHEASTERN,"901 FAWN ST
Baltimore, MD
"
saigon remembered restaurant,21212,Mid-Govans,4,NORTHERN,"5857 york rd
Baltimore, MD
"
SAINT BENEDICT BOOSTER CLUB,21223,Millhill,9,SOUTHWESTERN,"2612 WILKENS AVE
Baltimore, MD
"
SALSA RICO,21210,Loyola/Notre Dame,6,NORTHERN,"4501 CHARLES ST
Baltimore, MD
"
SALSARITA'S FRESH CANTINA,21201,Downtown,11,CENTRAL,"324 BALTIMORE ST
Baltimore, MD
"
SALT,21231,Upper Fells Point,1,SOUTHEASTERN,"2127 PRATT ST
Baltimore, MD
"
SAMMY'S TRATTORIA,21201,Mid-Town Belvedere,12,CENTRAL,"1200 CHARLES ST
Baltimore, MD
"
SAMOS RESTAURANT,21224,Greektown,2,SOUTHEASTERN,"600 OLDHAM ST
Baltimore, MD
"
SAMPSON'S RESTAURANT,21223,Poppleton,11,WESTERN,"946 FAYETTE ST
Baltimore, MD
"
SAM'S BAGELS,21230,Federal Hill,10,SOUTHERN,"915 LIGHT ST
Baltimore, MD
"
SAND MAN,21224,Canton,1,SOUTHEASTERN,"708 BAYLIS ST
Baltimore, MD
"
SANDPIPER,21223,Poppleton,9,WESTERN,"1126 BALTIMORE ST
Baltimore, MD
"
SANDY'S CAFE,21224,Baltimore Highlands,1,SOUTHEASTERN,"3601 PULASKI HWY
Baltimore, MD
"
SANTA ANA RESTURANT,21231,Fells Point,1,SOUTHEASTERN,"246 BROADWAY
Baltimore, MD
"
SBARRO INC.,21202,Inner Harbor,11,CENTRAL,"200 PRATT ST
Baltimore, MD
"
SBARRO ITALIAN EATERY,21224,Pulaski Industrial Area,1,SOUTHEASTERN,"5625 O DONNELL ST
Baltimore, MD
"
SCHAEFER'S BAR & RESTAURANT,21230,SBIC,10,SOUTHERN,"121 RANDALL ST
Baltimore, MD
"
SCORES,21202,Penn-Fallsway,11,EASTERN,"615 FALLSWAY
Baltimore, MD
"
serdenes restaurant,21205,Pulaski Industrial Area,2,SOUTHEASTERN,"5603 pulaski hwy
Baltimore, MD
"
S'GHETTI EDDIE'S,21210,Evergreen,6,NORTHERN,"414 COLD SPRING LN
Baltimore, MD
"
SHAFFERS,21230,Washington Village,9,SOUTHERN,"1184 CLEVELAND ST
Baltimore, MD
"
SHAHRAZAD'S INTERNATIONAL NEO-SOUL,21230,Washington Village,11,SOUTHERN,"771 WASHINGTON BLVD
Baltimore, MD
"
SHANE'S SANDWICH SHOP,21201,Downtown,11,CENTRAL,"142 FAYETTE ST
Baltimore, MD
"
SHARKY'S BAR & GRILL,21224,Canton,1,SOUTHEASTERN,"2819 EASTERN AVE
Baltimore, MD
"
SHED ROW,21231,Upper Fells Point,1,SOUTHEASTERN,"1901 GOUGH ST
Baltimore, MD
"
SHELDON'S LOUNGE,21206,Belair-Edison,13,NORTHEASTERN,"4325 BELAIR RD
Baltimore, MD
"
SHERATON BALTIMORE CITY CTR HOTEL (BANQUET),21201,Downtown,11,CENTRAL,"101 FAYETTE ST
Baltimore, MD
"
SHERATON INNER HARBOR HOTEL - ORIOLES GRILL,21201,Inner Harbor,11,CENTRAL,"300 CHARLES ST
Baltimore, MD
"
SHERATON INNER HARBOR HOTEL -EMPLOYEE'S CAFETERIA,21201,Inner Harbor,11,CENTRAL,"300 CHARLES ST
Baltimore, MD
"
SHERATON INNER HARBOR HOTEL-MAIN KITCHEN,21201,Inner Harbor,11,CENTRAL,"300 CHARLES ST
Baltimore, MD
"
SHERRIES,21224,Baltimore Highlands,2,SOUTHEASTERN,"3821 PULASKI HWY
Baltimore, MD
"
SHERRY'S PLACE,21231,Fells Point,1,SOUTHEASTERN,"238 BROADWAY
Baltimore, MD
"
SHIRLEY'S  HONEY HOLE,21213,Broadway East,13,EASTERN,"2300 OLIVER ST
Baltimore, MD
"
SHORTY'S,21224,Canton,1,SOUTHEASTERN,"3301 FOSTER AVE
Baltimore, MD
"
SHUCKERS OF FELLS POINT,21231,Fells Point,1,SOUTHEASTERN,"1629 THAMES ST
Baltimore, MD
"
SHULA'S @ SHERATON BALTIMORE CITY CTR HOTEL,21201,Downtown,11,CENTRAL,"101 FAYETTE ST
Baltimore, MD
"
SIDE  BAR  (218-220),21202,Downtown,11,CENTRAL,"218 lexington ST
Baltimore, MD
"
SID'S TAVERN,21230,Washington Village,9,SOUTHERN,"1100 WASHINGTON BLVD
Baltimore, MD
"
SIGN OF THE TIMES  (137-39),21224,Baltimore-Linwood,1,SOUTHEASTERN,"137 BELNORD AVE
Baltimore, MD
"
SIG'S BAR,21231,Fells Point,1,SOUTHEASTERN,"628 BROADWAY
Baltimore, MD
"
SILK ROAD EXPRESS-MATTIN CENTER  J H U,21218,Charles Village,14,NORTHERN,"3400 CHARLES ST
Baltimore, MD
"
SILK'S TAVERN,21224,Canton,1,SOUTHEASTERN,"2641 HUDSON ST
Baltimore, MD
"
SILVER STAR RESTAURANT/CARRYOUT,21218,East Baltimore Midway,12,EASTERN,"801 BONAPARTE AVE
Baltimore, MD
"
SIP & BITE RESTAURANT,21231,Canton,1,SOUTHEASTERN,"2200 BOSTON ST
Baltimore, MD
"
SIR'S DELI,21202,Mid-Town Belvedere,12,CENTRAL,"1101 ST PAUL #101 ST
Baltimore, MD
"
SISSON STREET SUBWAY,21211,Remington,7,NORTHERN,"2725 SISSON STREET
Baltimore, MD
"
SISTA'  SANDRA'S INTERNATIONAL CUSINE,21215,Reisterstown Station,5,NORTHWESTERN,"6212 REISTERSTOWN RD
Baltimore, MD
"
SKEETER'S,21230,Morrell Park,10,SOUTHWESTERN,"2506 WASHINGTON BLVD
Baltimore, MD
"
SKY LOUNGE/ TANGO TAPAS,21230,Federal Hill,10,SOUTHERN,"1041 MARSHALL ST
Baltimore, MD
"
SKYBOX BAR & GRILL,21230,Riverside,10,SOUTHERN,"823 FORT AVE
Baltimore, MD
"
SLAINTE IRISH PUB & RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"1700 THAMES ST
Baltimore, MD
"
SLIDERS BAR & GRILL,21230,Inner Harbor,11,SOUTHERN,"504 WASHINGTON BLVD
Baltimore, MD
"
SLIM ACE OF CLUB,21206,Belair-Edison,13,NORTHEASTERN,"4200 BELAIR RD
Baltimore, MD
"
SLY FOX PUB,21230,Riverside,10,SOUTHERN,"554 FORT AVE
Baltimore, MD
"
SMEDLY'S,21231,Fells Point,1,SOUTHEASTERN,"600 WOLFE ST
Baltimore, MD
"
smiley's tavern,21223,New Southwest/Mount Clare,9,SOUTHERN,"1525 RAMSAY ST
Baltimore, MD
"
SMITH PLACE,21218,East Baltimore Midway,12,EASTERN,"2006 HARFORD RD
Baltimore, MD
"
SMITTIE'S BAR & LOUNGE,21216,Coppin Heights/Ash-Co-East,7,WESTERN,"1660 WARWICK AVE
Baltimore, MD
"
SOBO CAFE'  (6-8 W. CROSS ST.),21230,Federal Hill,10,SOUTHERN,"6 CROSS ST
Baltimore, MD
"
SODEXHO  sunpapers,21225,Port Covington,10,SOUTHERN,"300 CROMWELL ST
Baltimore, MD
"
"SODEXHO MANAGEMENT, INC.",21230,Carroll - Camden Industrial Area,9,SOUTHERN,"1800 WASHINGTON BLVD
Baltimore, MD
"
SODEXHO MANAGEMENT. INC,21202,Mount Vernon,11,CENTRAL,"501 CALVERT ST
Baltimore, MD
"
SODEXHO/ FEDERAL RESERVE BANK,21201,Otterbein,11,SOUTHERN,"502 SHARP ST
Baltimore, MD
"
SOFI'S CREPES,21202,Downtown,11,CENTRAL,"333 charles ST
Baltimore, MD
"
SONAR,21202,Downtown,11,CENTRAL,"407 SARATOGA ST
Baltimore, MD
"
SON-SON LIQUOR & TAVERN,21201,Downtown,11,CENTRAL,"308 EUTAW ST
Baltimore, MD
"
SOTTO SOPRA,21201,Downtown,11,CENTRAL,"405 CHARLES ST
Baltimore, MD
"
SOUL SOURCE,21223,Midtown-Edmondson,9,WESTERN,"2101 EDMONDSON AVE
Baltimore, MD
"
SOUP'S ON BALTIMORE,21201,Mid-Town Belvedere,11,CENTRAL,"11 PRESTON STREET
Baltimore, MD
"
SOUTHERN ACCENTS,21231,Fells Point,1,SOUTHEASTERN,"814 BROADWAY
Baltimore, MD
"
SOUTHSIDE SALOON,21230,Riverside,10,SOUTHERN,"430 FORT AVE
Baltimore, MD
"
SOUVLAKI  PLACE,21224,Greektown,2,SOUTHEASTERN,"4706 EASTERN ave
Baltimore, MD
"
SPARTAN PIZZERIA RESTAURANT,21224,Highlandtown,2,SOUTHEASTERN,"3600 EASTERN AVE
Baltimore, MD
"
SPEAKEASY SALOON,21224,Canton,1,SOUTHEASTERN,"2840 O DONNELL ST
Baltimore, MD
"
SPECTRUM CATERING,21201,Downtown,11,CENTRAL,"12 EUTAW ST
Baltimore, MD
"
SPIRITS & MORE,21223,Penrose/Fayette Street Outreach,9,WESTERN,"255 PAYSON ST
Baltimore, MD
"
SPIRITS TAVERN,21231,Upper Fells Point,1,SOUTHEASTERN,"1901 BANK ST
Baltimore, MD
"
"SPIRITS WEST,INC",21223,Millhill,9,SOUTHWESTERN,"2601 WILKENS AVE
Baltimore, MD
"
SPOONS COFFEE,21230,Federal Hill,10,SOUTHERN,"24 CROSS ST
Baltimore, MD
"
SPORTS CAFE,21224,Canton,1,SOUTHEASTERN,"1224 CLINTON ST
Baltimore, MD
"
SPORTS PALACE,21215,Pimlico Good Neighbors,5,NORTHWESTERN,"Hayward Ave
Baltimore, MD
"
SPORTSMAN LOUNGE BAR,21207,Howard Park,5,NORTHWESTERN,"4725 GWYNN OAK AVE
Baltimore, MD
"
SPORTSMAN SPOT,21224,Greektown,2,SOUTHEASTERN,"501 LEHIGH ST
Baltimore, MD
"
"SPORTSTERS, INC.",21223,Carrollton Ridge,9,SOUTHWESTERN,"2148 WILKENS AVE
Baltimore, MD
"
ST. MARY'S (118-120),21218,Charles Village,7,NORTHERN,"118 25TH ST
Baltimore, MD
"
STADIUM LOUNGE,21218,Oakenshawe,14,NORTHERN,"3351 53 GREENMOUNT AVE
Baltimore, MD
"
STAGE DOOR/ENCORE,21202,Downtown,11,CENTRAL,"5 COMMERCE ST
Baltimore, MD
"
STALKING HORSE,21230,Federal Hill,10,SOUTHERN,"26 CROSS ST
Baltimore, MD
"
STANLEY'S DRIVE INN,21205,Orangeville,2,EASTERN,"4215 MONUMENT ST
Baltimore, MD
"
STARBUCKS,21202,Inner Harbor,11,CENTRAL,"301 LIGHT ST
Baltimore, MD
"
STARBUCKS  COFFEE #746,21209,Sabina-Mattfeldt,5,NORTHERN,"1340 SMITH AVE
Baltimore, MD
"
STARBUCKS COFFEE,21224,Canton,1,SOUTHEASTERN,"2400 BOSTON ST
Baltimore, MD
"
STARBUCKS COFFEE,21218,Charles Village,14,NORTHERN,"3201 ST PAUL ST
Baltimore, MD
"
STARBUCKS COFFEE COMPANY,21201,Downtown,11,CENTRAL,"1 EUTAW ST
Baltimore, MD
"
STARBUCKS CORPORATION,21201,Mid-Town Belvedere,12,CENTRAL,"1209 CHARLES ST
Baltimore, MD
"
STARLITE LOUNGE,21217,Shipley Hill,9,SOUTHWESTERN,"2701 FAIRMOUNT AVE
Baltimore, MD
"
STARTERS TAVERN,21230,Cherry Hill,10,SOUTHERN,"3311 ANNAPOLIS RD
Baltimore, MD
"
STATION NORTH ARTS CAF,21201,Charles North,12,CENTRAL,"1816 CHARLES ST
Baltimore, MD
"
STEELWORKERS HOLDING COMPANY,21224,Pulaski Industrial Area,1,SOUTHEASTERN,"540 DUNDALK AVE
Baltimore, MD
"
STEEPLE CHASE II,21213,Biddle Street,13,EASTERN,"2401 CHASE ST
Baltimore, MD
"
STOCKMARKET BAR,21225,Brooklyn,10,SOUTHERN,"3538 HANOVER ST
Baltimore, MD
"
SUBWAY,21213,Oliver,12,EASTERN,"1400 NORTH AVE
Baltimore, MD
"
SUBWAY,21251,Stonewood-Pentwood-Winston,3,NORTHEASTERN,"1700 COLDSPRING LN
Baltimore, MD
"
subway,21202,Downtown,11,CENTRAL,"200 lexington st
Baltimore, MD
"
SUBWAY,21230,Lakeland,10,SOUTHERN,"2149 PATAPSCO AVE
Baltimore, MD
"
SUBWAY,21202,Downtown,11,CENTRAL,"423 BALTIMORE ST
Baltimore, MD
"
SUBWAY,21287,Dunbar-Broadway,13,EASTERN,"600 WOLFE ST
Baltimore, MD
"
SUBWAY,21229,Violetville,8,SOUTHWESTERN,"900 CATON AVE
Baltimore, MD
"
SUBWAY  RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"632 BROADWAY
Baltimore, MD
"
SUBWAY 1301 N. CHARLES ST,21201,Mid-Town Belvedere,12,CENTRAL,"1301 CHARLES ST
Baltimore, MD
"
SUGAR HILL TAVERN & PKG.,21217,Penn North,11,WESTERN,"2361 DRUID HILL AVE
Baltimore, MD
"
SUN FLOWER DELI,21218,Charles Village,12,NORTHERN,"2436 CHARLES ST
Baltimore, MD
"
SUN HING CHINESE FOOD CARRYOUT,21230,SBIC,10,SOUTHERN,"1451 LIGHT ST
Baltimore, MD
"
SUNLIGHT LOUNGE,21231,Fells Point,1,SOUTHEASTERN,"1713 EASTERN AVE
Baltimore, MD
"
"SURN-N-JOE""S",21210,Loyola/Notre Dame,6,NORTHERN,"4501 CHARLES ST
Baltimore, MD
"
SURVIVOR'S SPORTS BAR (606-08),21225,Brooklyn,10,SOUTHERN,"606 PATAPSCO AVE
Baltimore, MD
"
SUSHI-SAN RESTAURANT,21224,Canton,1,SOUTHEASTERN,"2748 LIGHTHOUSE POINT
Baltimore, MD
"
SUZIE' SOBA,21202,Downtown,11,CENTRAL,"7 CALVERT ST
Baltimore, MD
"
SUZIE'S SOBA,21211,Hampden,7,NORTHERN,"1009 36TH ST
Baltimore, MD
"
SWEET MELON CAF,21202,Downtown,11,CENTRAL,"111 CHARLES ST
Baltimore, MD
"
SWEET RETREAT CAF,21218,Charles Village,14,NORTHERN,"3215 CHARLES ST
Baltimore, MD
"
SZE-CHUAN RESTAURANT,21230,Federal Hill,10,SOUTHERN,"1125 CHARLES ST
Baltimore, MD
"
T N C. INC. (4106-4108),21229,Irvington,8,SOUTHWESTERN,"4106 FREDERICK AVE
Baltimore, MD
"
T.D.F. CORPORATION,21229,Violetville,8,SOUTHWESTERN,"1401 BLOOMFIELD AVE
Baltimore, MD
"
TABRIZI'S,21230,Inner Harbor,10,SOUTHERN,"500 HARBORVIEW DR
Baltimore, MD
"
TACO BELL,21224,Ellwood Park/Monument,1,SOUTHEASTERN,"3319 PULASKI HWY
Baltimore, MD
"
TACO BELL & LONG JOHN SILVERS,21230,Lakeland,10,SOUTHERN,"3110 HOLLINS FERRY RD
Baltimore, MD
"
TACO FIESTA,21202,Inner Harbor,1,SOUTHEASTERN,"618 EXETER ST
Baltimore, MD
"
TAKI'S PIZZA CARRYOUT RESTAURANT,21231,Fells Point,1,SOUTHEASTERN,"527 BROADWAY
Baltimore, MD
"
TALAY THAI GRILLE,21231,Fells Point,1,SOUTHEASTERN,"1911 ALICEANNA ST
Baltimore, MD
"
TALKING HEAD CLUB,21202,Downtown,11,CENTRAL,"203 DAVIS ST
Baltimore, MD
"
TAMBER'S,21218,Charles Village,14,NORTHERN,"3327 ST PAUL ST
Baltimore, MD
"
TAM-TAM,21212,Mid-Govans,4,NORTHERN,"5722 YORK RD
Baltimore, MD
"
TAPAS TEATRO CAF,21201,Charles North,12,CENTRAL,"1711 CHARLES ST
Baltimore, MD
"
TASTE,21212,Mid-Govans,4,NORTHERN,"510 BELVEDERE AVE
Baltimore, MD
"
TASTE INTERNATIONAL RESTAURANT,21226,Curtis Bay Industrial Area,10,SOUTHERN,"4314 CURTIS AVE
Baltimore, MD
"
TASTE INTERNATIONAL RESTAURANT & LOUNGE/BAR,-21226,Curtis Bay Industrial Area,10,SOUTHERN,"4314 CURTIS AVENUE
Baltimore, MD
"
TAYLOR'S 5000 TAVERN,21226,Curtis Bay,10,SOUTHERN,"5000 PENNINGTON AVE
Baltimore, MD
"
TAYLORS EAST,21213,Berea,13,EASTERN,"1201 POTOMAC ST
Baltimore, MD
"
TEN-O-SIX,21230,Federal Hill,10,SOUTHERN,"1006 LIGHT ST
Baltimore, MD
"
TEQUILA SUNSET,21217,Penn North,7,WESTERN,"2705 PENNSYLVANIA AVE
Baltimore, MD
"
THAI  LANDING,21201,Mid-Town Belvedere,12,CENTRAL,"1207 CHARLES ST
Baltimore, MD
"
THAI ARROY RESTAURANT,21230,Federal Hill,10,SOUTHERN,"1019 LIGHT ST
Baltimore, MD
"
THAI RESTAURANT,21218,Oakenshawe,14,NORTHERN,"3316 GREENMOUNT AVE
Baltimore, MD
"
THE 8 x 10,21230,Federal Hill,10,SOUTHERN,"10 CROSS ST
Baltimore, MD
"
THE ADMIRAL'S CUP,21231,Fells Point,1,SOUTHEASTERN,"1645 THAMES ST
Baltimore, MD
"
THE AMERICAN LEGION,21230,Morrell Park,10,SOUTHWESTERN,"1508 DESOTO RD
Baltimore, MD
"
THE BALTIMORE SYMPHONY ORCHESTRA,21202,Mid-Town Belvedere,11,CENTRAL,"1212 CATHEDRAL ST
Baltimore, MD
"
"THE BALTIMORE VETS ASSOC., INC. CHPT #451",21224,Holabird Industrial Park,1,SOUTHEASTERN,"6401 BECKLEY ST
Baltimore, MD
"
THE BICYCLE,21230,SBIC,10,SOUTHERN,"1444 LIGHT ST
Baltimore, MD
"
THE BISTRO,21231,Fells Point,1,SOUTHEASTERN,"1718 LANCASTER ST
Baltimore, MD
"
THE BRASS ELEPHANT,21201,Mount Vernon,11,CENTRAL,"924 CHARLES ST
Baltimore, MD
"
THE BREWER'S ART,21201,Mid-Town Belvedere,12,CENTRAL,"1106 CHARLES ST
Baltimore, MD
"
THE BROOKSHIRE  INNER  HARBOR  SUITE  HOTEL,21202,Inner Harbor,11,CENTRAL,"120 LOMBARD ST
Baltimore, MD
"
THE CANTON LIQUOR HOUSE,21231,Fells Point,1,SOUTHEASTERN,"1822 FLEET ST
Baltimore, MD
"
THE CAPITAL GRILLE,21202,Inner Harbor,11,CENTRAL,"500 PRATT ST
Baltimore, MD
"
THE CARIBBEAN AMERICAN HEAT,21207,Howard Park,5,NORTHWESTERN,"4740 LIBERTY HEIGHTS AVE
Baltimore, MD
"
THE CATS EYE PUB,21231,Fells Point,1,SOUTHEASTERN,"1730 THAMES ST
Baltimore, MD
"
The Chameleon Caf‚',21214,Lauraville,3,NORTHEASTERN,"4341 harford rd
Baltimore, MD
"
THE CHEESECAKE  FACTORY,21202,Inner Harbor,11,CENTRAL,"201 PRATT ST
Baltimore, MD
"
THE CHINA DOLL,21201,Downtown,11,CENTRAL,"406 PARK AVE
Baltimore, MD
"
THE CRAB PIT,21223,Gwynns Falls,8,SOUTHWESTERN,"2801 WILKENS AVE
Baltimore, MD
"
THE DEN LLC,21218,Charles Village,14,NORTHERN,"3327 ST PAUL ST
Baltimore, MD
"
THE DEPOT,21201,Charles North,12,CENTRAL,"1728 CHARLES ST
Baltimore, MD
"
THE DRINKERY,21201,Mount Vernon,11,CENTRAL,"203 READ ST
Baltimore, MD
"
THE EDGE BAR & LOUNGE,21213,Broadway East,12,EASTERN,"2015 FEDERAL ST
Baltimore, MD
"
THE EDGE BAR & LOUNGE - KITCHEN AREA,21213,Broadway East,12,EASTERN,"2015 FEDERAL ST
Baltimore, MD
"
THE ENGINEER'S SOCIETY OF BALTIMORE,21201,Mount Vernon,11,CENTRAL,"11 MOUNT VERNON PL
Baltimore, MD
"
THE EVERGREEN,21210,Roland Park,6,NORTHERN,"501 COLDSPRING LN
Baltimore, MD
"
THE FAIRMOUNT INN,21224,Baltimore Highlands,1,SOUTHEASTERN,"3537 FAIRMOUNT AVE
Baltimore, MD
"
THE GARDENVILLE CLUB,21206,Frankford,2,NORTHEASTERN,"5405 RADECKE AVE
Baltimore, MD
"
