"Indicator","Data Source","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_312312","Published","2000","Western Pacific","Cambodia","Female","
38.6
","38.6","","",""
"Children aged <5 years underweight (%)","NLIS_312312","Published","2000","Western Pacific","Cambodia","Male","
40.5
","40.5","","",""
"Children aged <5 years underweight (%)","NLIS_312801","Published","2006","Western Pacific","Cambodia","Female","
27.1
","27.1","","",""
"Children aged <5 years underweight (%)","NLIS_312801","Published","2006","Western Pacific","Cambodia","Male","
29.8
","29.8","","",""
"Children aged <5 years underweight (%)","NLIS_312801","Published","2006","Western Pacific","Cambodia","Both sexes","
28.4
","28.4","","",""
"Children aged <5 years underweight (%)","NLIS_312931","Published","2008","Western Pacific","Cambodia","Male","
28.4
","28.4","","",""
"Children aged <5 years underweight (%)","NLIS_312931","Published","2008","Western Pacific","Cambodia","Female","
29.2
","29.2","","",""
"Children aged <5 years underweight (%)","NLIS_312931","Published","2008","Western Pacific","Cambodia","Both sexes","
28.8
","28.8","","",""
"Children aged <5 years underweight (%)","NLIS_313097","Published","2011","Western Pacific","Cambodia","Male","
28.8
","28.8","","",""
"Children aged <5 years underweight (%)","NLIS_313097","Published","2011","Western Pacific","Cambodia","Both sexes","
29.0
","29","","",""
"Children aged <5 years underweight (%)","NLIS_313097","Published","2011","Western Pacific","Cambodia","Female","
29.1
","29.1","","",""
"Children aged <5 years underweight (%)","NLIS_310375","Published","1991","Africa","Cameroon","Female","
18.3
","18.3","","",""
"Children aged <5 years underweight (%)","NLIS_310375","Published","1991","Africa","Cameroon","Both sexes","
18.0
","18","","",""
"Children aged <5 years underweight (%)","NLIS_310375","Published","1991","Africa","Cameroon","Male","
17.6
","17.6","","",""
"Children aged <5 years underweight (%)","NLIS_311928","Published","1998","Africa","Cameroon","Female","
15.7
","15.7","","",""
"Children aged <5 years underweight (%)","NLIS_311928","Published","1998","Africa","Cameroon","Both sexes","
17.8
","17.8","","",""
"Children aged <5 years underweight (%)","NLIS_311928","Published","1998","Africa","Cameroon","Male","
20.1
","20.1","","",""
"Children aged <5 years underweight (%)","NLIS_312698","Published","2004","Africa","Cameroon","Male","
15.3
","15.3","","",""
"Children aged <5 years underweight (%)","NLIS_312698","Published","2004","Africa","Cameroon","Female","
15.0
","15","","",""
"Children aged <5 years underweight (%)","NLIS_312698","Published","2004","Africa","Cameroon","Both sexes","
15.1
","15.1","","",""
"Children aged <5 years underweight (%)","NLIS_312896","Published","2006","Africa","Cameroon","Both sexes","
16.6
","16.6","","",""
"Children aged <5 years underweight (%)","NLIS_312896","Published","2006","Africa","Cameroon","Male","
18.9
","18.9","","",""
"Children aged <5 years underweight (%)","NLIS_312896","Published","2006","Africa","Cameroon","Female","
14.3
","14.3","","",""
"Children aged <5 years underweight (%)","NLIS_310189","Published","1972","Americas","Canada","Male","
1.8
","1.8","","",""
"Children aged <5 years underweight (%)","NLIS_310189","Published","1972","Americas","Canada","Female","
1.7
","1.7","","",""
"Children aged <5 years underweight (%)","NLIS_310189","Published","1972","Americas","Canada","Both sexes","
1.8
","1.8","","",""
"Children aged <5 years underweight (%)","NLIS_310032","Published","1983","Africa","Cape Verde","Both sexes","
16.7
","16.7","","",""
"Children aged <5 years underweight (%)","NLIS_310023","Published","1985","Africa","Cape Verde","Both sexes","
16.5
","16.5","","",""
"Children aged <5 years underweight (%)","NLIS_311972","Published","1994","Africa","Cape Verde","Both sexes","
11.8
","11.8","","",""
"Children aged <5 years underweight (%)","NLIS_311563","Published","1995","Africa","Central African Republic","Both sexes","
23.3
","23.3","","",""
"Children aged <5 years underweight (%)","NLIS_311559","Published","1995","Africa","Central African Republic","Both sexes","
20.4
","20.4","","",""
"Children aged <5 years underweight (%)","NLIS_311563","Published","1995","Africa","Central African Republic","Male","
25.2
","25.2","","",""
"Children aged <5 years underweight (%)","NLIS_311563","Published","1995","Africa","Central African Republic","Female","
21.3
","21.3","","",""
"Children aged <5 years underweight (%)","NLIS_312729","Published","2000","Africa","Central African Republic","Female","
19.5
","19.5","","",""
"Children aged <5 years underweight (%)","NLIS_312729","Published","2000","Africa","Central African Republic","Male","
24.1
","24.1","","",""
"Children aged <5 years underweight (%)","NLIS_312729","Published","2000","Africa","Central African Republic","Both sexes","
21.8
","21.8","","",""
"Children aged <5 years underweight (%)","NLIS_313122","Published","2006","Africa","Central African Republic","Female","
25.4
","25.4","","",""
"Children aged <5 years underweight (%)","NLIS_313122","Published","2006","Africa","Central African Republic","Both sexes","
28.0
","28","","",""
"Children aged <5 years underweight (%)","NLIS_313122","Published","2006","Africa","Central African Republic","Male","
30.6
","30.6","","",""
"Children aged <5 years underweight (%)","NLIS_311837","Published","1997","Africa","Chad","Both sexes","
34.3
","34.3","","",""
"Children aged <5 years underweight (%)","NLIS_311837","Published","1997","Africa","Chad","Male","
35.9
","35.9","","",""
"Children aged <5 years underweight (%)","NLIS_311837","Published","1997","Africa","Chad","Female","
32.8
","32.8","","",""
"Children aged <5 years underweight (%)","NLIS_312359","Published","2000","Africa","Chad","Female","
28.3
","28.3","","",""
"Children aged <5 years underweight (%)","NLIS_312359","Published","2000","Africa","Chad","Both sexes","
29.4
","29.4","","",""
"Children aged <5 years underweight (%)","NLIS_312359","Published","2000","Africa","Chad","Male","
30.4
","30.4","","",""
"Children aged <5 years underweight (%)","NLIS_312760","Published","2004","Africa","Chad","Both sexes","
33.9
","33.9","","",""
"Children aged <5 years underweight (%)","NLIS_312760","Published","2004","Africa","Chad","Female","
32.9
","32.9","","",""
"Children aged <5 years underweight (%)","NLIS_312760","Published","2004","Africa","Chad","Male","
35.0
","35","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Published","1976","Americas","Chile","Both sexes","
3.3
","3.3","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Published","1977","Americas","Chile","Both sexes","
2.6
","2.6","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Published","1978","Americas","Chile","Both sexes","
1.9
","1.9","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Published","1979","Americas","Chile","Both sexes","
1.6
","1.6","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Published","1980","Americas","Chile","Both sexes","
1.3
","1.3","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Published","1981","Americas","Chile","Both sexes","
1.1
","1.1","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Published","1982","Americas","Chile","Both sexes","
1.0
","1","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Published","1983","Americas","Chile","Both sexes","
1.0
","1","","",""
"Children aged <5 years underweight (%)","NLIS_310167","Published","1984","Americas","Chile","Both sexes","
1.9
","1.9","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Published","1984","Americas","Chile","Both sexes","
0.8
","0.8","","",""
"Children aged <5 years underweight (%)","NLIS_310190","Published","1986","Americas","Chile","Both sexes","
2.2
","2.2","","",""
"Children aged <5 years underweight (%)","NLIS_311278","Published","1994","Americas","Chile","Both sexes","
0.8
","0.8","","",""
"Children aged <5 years underweight (%)","NLIS_311641","Published","1995","Americas","Chile","Both sexes","
0.8
","0.8","","",""
"Children aged <5 years underweight (%)","NLIS_311819","Published","1996","Americas","Chile","Both sexes","
0.7
","0.7","","",""
"Children aged <5 years underweight (%)","NLIS_312084","Published","1998","Americas","Chile","Both sexes","
0.7
","0.7","","",""
"Children aged <5 years underweight (%)","NLIS_312085","Published","1999","Americas","Chile","Both sexes","
0.7
","0.7","","",""
"Children aged <5 years underweight (%)","NLIS_312452","Published","2001","Americas","Chile","Both sexes","
0.7
","0.7","","",""
"Children aged <5 years underweight (%)","NLIS_312453","Published","2002","Americas","Chile","Both sexes","
0.7
","0.7","","",""
"Children aged <5 years underweight (%)","NLIS_312679","Published","2003","Americas","Chile","Both sexes","
0.6
","0.6","","",""
"Children aged <5 years underweight (%)","NLIS_312679","Published","2004","Americas","Chile","Both sexes","
0.6
","0.6","","",""
"Children aged <5 years underweight (%)","NLIS_313084","Published","2006","Americas","Chile","Both sexes","
0.6
","0.6","","",""
"Children aged <5 years underweight (%)","NLIS_312869","Published","2007","Americas","Chile","Both sexes","
0.6
","0.6","","",""
"Children aged <5 years underweight (%)","NLIS_312920","Published","2008","Americas","Chile","Male","
0.6
","0.6","","",""
"Children aged <5 years underweight (%)","NLIS_312920","Published","2008","Americas","Chile","Female","
0.5
","0.5","","",""
"Children aged <5 years underweight (%)","NLIS_312920","Published","2008","Americas","Chile","Both sexes","
0.5
","0.5","","",""
"Children aged <5 years underweight (%)","NLIS_313003","Published","1990","Western Pacific","China","Both sexes","
12.6
","12.6","","",""
"Children aged <5 years underweight (%)","NLIS_313003","Published","1990","Western Pacific","China","Male","
13.1
","13.1","","",""
"Children aged <5 years underweight (%)","NLIS_313003","Published","1990","Western Pacific","China","Female","
12.1
","12.1","","",""
"Children aged <5 years underweight (%)","NLIS_311473","Published","1992","Western Pacific","China","Both sexes","
14.2
","14.2","","",""
"Children aged <5 years underweight (%)","NLIS_311473","Published","1992","Western Pacific","China","Male","
13.8
","13.8","","",""
"Children aged <5 years underweight (%)","NLIS_311473","Published","1992","Western Pacific","China","Female","
14.6
","14.6","","",""
"Children aged <5 years underweight (%)","NLIS_313004","Published","1995","Western Pacific","China","Both sexes","
10.7
","10.7","","",""
"Children aged <5 years underweight (%)","NLIS_313004","Published","1995","Western Pacific","China","Male","
11.6
","11.6","","",""
"Children aged <5 years underweight (%)","NLIS_313004","Published","1995","Western Pacific","China","Female","
9.6
","9.6","","",""
"Children aged <5 years underweight (%)","NLIS_313005","Published","1998","Western Pacific","China","Female","
6.6
","6.6","","",""
"Children aged <5 years underweight (%)","NLIS_313005","Published","1998","Western Pacific","China","Both sexes","
6.9
","6.9","","",""
"Children aged <5 years underweight (%)","NLIS_313005","Published","1998","Western Pacific","China","Male","
7.2
","7.2","","",""
"Children aged <5 years underweight (%)","NLIS_313006","Published","2000","Western Pacific","China","Male","
7.3
","7.3","","",""
"Children aged <5 years underweight (%)","NLIS_313006","Published","2000","Western Pacific","China","Both sexes","
7.4
","7.4","","",""
"Children aged <5 years underweight (%)","NLIS_313006","Published","2000","Western Pacific","China","Female","
7.5
","7.5","","",""
"Children aged <5 years underweight (%)","NLIS_312789","Published","2002","Western Pacific","China","Female","
6.5
","6.5","","",""
"Children aged <5 years underweight (%)","NLIS_312789","Published","2002","Western Pacific","China","Male","
7.2
","7.2","","",""
"Children aged <5 years underweight (%)","NLIS_312789","Published","2002","Western Pacific","China","Both sexes","
6.8
","6.8","","",""
"Children aged <5 years underweight (%)","NLIS_313007","Published","2005","Western Pacific","China","Both sexes","
4.5
","4.5","","",""
"Children aged <5 years underweight (%)","NLIS_313007","Published","2005","Western Pacific","China","Male","
4.7
","4.7","","",""
"Children aged <5 years underweight (%)","NLIS_313007","Published","2005","Western Pacific","China","Female","
4.2
","4.2","","",""
"Children aged <5 years underweight (%)","NLIS_313008","Published","2008","Western Pacific","China","Both sexes","
5.1
","5.1","","",""
"Children aged <5 years underweight (%)","NLIS_313080","Published","2009","Western Pacific","China","Both sexes","
4.6
","4.6","","",""
"Children aged <5 years underweight (%)","NLIS_313080","Published","2009","Western Pacific","China","Male","
4.7
","4.7","","",""
"Children aged <5 years underweight (%)","NLIS_313080","Published","2009","Western Pacific","China","Female","
4.5
","4.5","","",""
"Children aged <5 years underweight (%)","NLIS_313102","Published","2010","Western Pacific","China","Both sexes","
3.4
","3.4","","",""
"Children aged <5 years underweight (%)","NLIS_313102","Published","2010","Western Pacific","China","Female","
3.3
","3.3","","",""
"Children aged <5 years underweight (%)","NLIS_313102","Published","2010","Western Pacific","China","Male","
3.5
","3.5","","",""
"Children aged <5 years underweight (%)","NLIS_310157","Published","1966","Americas","Colombia","Both sexes","
18.6
","18.6","","",""
"Children aged <5 years underweight (%)","NLIS_310157","Published","1980","Americas","Colombia","Both sexes","
14.7
","14.7","","",""
"Children aged <5 years underweight (%)","NLIS_310221","Published","1986","Americas","Colombia","Both sexes","
8.6
","8.6","","",""
"Children aged <5 years underweight (%)","NLIS_310221","Published","1986","Americas","Colombia","Male","
9.0
","9","","",""
"Children aged <5 years underweight (%)","NLIS_310221","Published","1986","Americas","Colombia","Female","
8.1
","8.1","","",""
