"Indicator","Data Source","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_312896","Cameroon","Female","2006","Africa","14.3","14.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312896","Cameroon","Male","2006","Africa","18.9","18.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312896","Cameroon","Both sexes","2006","Africa","16.6","16.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310189","Canada","Female","1972","Americas","1.7","1.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310189","Canada","Male","1972","Americas","1.8","1.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310189","Canada","Both sexes","1972","Americas","1.8","1.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310032","Cape Verde","Both sexes","1983","Africa","16.7","16.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310023","Cape Verde","Both sexes","1985","Africa","16.5","16.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311972","Cape Verde","Both sexes","1994","Africa","11.8","11.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311563","Central African Republic","Male","1995","Africa","25.2","25.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311563","Central African Republic","Both sexes","1995","Africa","23.3","23.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311563","Central African Republic","Female","1995","Africa","21.3","21.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311559","Central African Republic","Both sexes","1995","Africa","20.4","20.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312729","Central African Republic","Female","2000","Africa","19.5","19.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312729","Central African Republic","Male","2000","Africa","24.1","24.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312729","Central African Republic","Both sexes","2000","Africa","21.8","21.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313122","Central African Republic","Male","2006","Africa","30.6","30.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313122","Central African Republic","Both sexes","2006","Africa","28.0","28.00000","","",""
"Children aged <5 years underweight (%)","NLIS_313122","Central African Republic","Female","2006","Africa","25.4","25.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311837","Chad","Both sexes","1997","Africa","34.3","34.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311837","Chad","Male","1997","Africa","35.9","35.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311837","Chad","Female","1997","Africa","32.8","32.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312359","Chad","Both sexes","2000","Africa","29.4","29.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312359","Chad","Male","2000","Africa","30.4","30.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312359","Chad","Female","2000","Africa","28.3","28.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312760","Chad","Female","2004","Africa","32.9","32.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312760","Chad","Male","2004","Africa","35.0","35.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312760","Chad","Both sexes","2004","Africa","33.9","33.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Chile","Both sexes","1976","Americas","3.3","3.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Chile","Both sexes","1977","Americas","2.6","2.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Chile","Both sexes","1978","Americas","1.9","1.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Chile","Both sexes","1979","Americas","1.6","1.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Chile","Both sexes","1980","Americas","1.3","1.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Chile","Both sexes","1981","Americas","1.1","1.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Chile","Both sexes","1982","Americas","1.0","1.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Chile","Both sexes","1983","Americas","1.0","1.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310195","Chile","Both sexes","1984","Americas","0.8","0.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310167","Chile","Both sexes","1984","Americas","1.9","1.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310190","Chile","Both sexes","1986","Americas","2.2","2.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311278","Chile","Both sexes","1994","Americas","0.8","0.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311641","Chile","Both sexes","1995","Americas","0.8","0.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311819","Chile","Both sexes","1996","Americas","0.7","0.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312084","Chile","Both sexes","1998","Americas","0.7","0.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312085","Chile","Both sexes","1999","Americas","0.7","0.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312452","Chile","Both sexes","2001","Americas","0.7","0.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312453","Chile","Both sexes","2002","Americas","0.7","0.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312679","Chile","Both sexes","2003","Americas","0.6","0.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312679","Chile","Both sexes","2004","Americas","0.6","0.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313084","Chile","Both sexes","2006","Americas","0.6","0.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312869","Chile","Both sexes","2007","Americas","0.6","0.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312920","Chile","Female","2008","Americas","0.5","0.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312920","Chile","Male","2008","Americas","0.6","0.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312920","Chile","Both sexes","2008","Americas","0.5","0.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313003","China","Male","1990","Western Pacific","13.1","13.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313003","China","Both sexes","1990","Western Pacific","12.6","12.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313003","China","Female","1990","Western Pacific","12.1","12.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311473","China","Female","1992","Western Pacific","14.6","14.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311473","China","Both sexes","1992","Western Pacific","14.2","14.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311473","China","Male","1992","Western Pacific","13.8","13.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313004","China","Female","1995","Western Pacific","9.6","9.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313004","China","Male","1995","Western Pacific","11.6","11.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313004","China","Both sexes","1995","Western Pacific","10.7","10.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313005","China","Both sexes","1998","Western Pacific","6.9","6.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313005","China","Male","1998","Western Pacific","7.2","7.20000","","",""
"Children aged <5 years underweight (%)","NLIS_313005","China","Female","1998","Western Pacific","6.6","6.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313006","China","Male","2000","Western Pacific","7.3","7.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313006","China","Both sexes","2000","Western Pacific","7.4","7.40000","","",""
"Children aged <5 years underweight (%)","NLIS_313006","China","Female","2000","Western Pacific","7.5","7.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312789","China","Male","2002","Western Pacific","7.2","7.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312789","China","Female","2002","Western Pacific","6.5","6.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312789","China","Both sexes","2002","Western Pacific","6.8","6.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313007","China","Both sexes","2005","Western Pacific","4.5","4.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313007","China","Female","2005","Western Pacific","4.2","4.20000","","",""
"Children aged <5 years underweight (%)","NLIS_313007","China","Male","2005","Western Pacific","4.7","4.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313008","China","Both sexes","2008","Western Pacific","5.1","5.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313080","China","Both sexes","2009","Western Pacific","4.6","4.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313080","China","Male","2009","Western Pacific","4.7","4.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313080","China","Female","2009","Western Pacific","4.5","4.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313102","China","Both sexes","2010","Western Pacific","3.4","3.40000","","",""
"Children aged <5 years underweight (%)","NLIS_313102","China","Male","2010","Western Pacific","3.5","3.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313102","China","Female","2010","Western Pacific","3.3","3.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310157","Colombia","Both sexes","1966","Americas","18.6","18.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310157","Colombia","Both sexes","1980","Americas","14.7","14.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310221","Colombia","Female","1986","Americas","8.1","8.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310221","Colombia","Male","1986","Americas","9.0","9.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310221","Colombia","Both sexes","1986","Americas","8.6","8.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310203","Colombia","Both sexes","1989","Americas","8.8","8.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311608","Colombia","Male","1995","Americas","7.0","7.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311608","Colombia","Female","1995","Americas","5.5","5.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311608","Colombia","Both sexes","1995","Americas","6.3","6.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312282","Colombia","Both sexes","2000","Americas","4.9","4.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312282","Colombia","Female","2000","Americas","5.0","5.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312282","Colombia","Male","2000","Americas","4.9","4.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312771","Colombia","Female","2005","Americas","4.7","4.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312771","Colombia","Both sexes","2005","Americas","5.1","5.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312771","Colombia","Male","2005","Americas","5.5","5.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313067","Colombia","Female","2010","Americas","3.3","3.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313067","Colombia","Male","2010","Americas","3.5","3.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313067","Colombia","Both sexes","2010","Americas","3.4","3.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311653","Comoros","Both sexes","1992","Africa","16.2","16.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311705","Comoros","Female","1996","Africa","18.6","18.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311705","Comoros","Male","1996","Africa","25.7","25.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311705","Comoros","Both sexes","1996","Africa","22.3","22.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312363","Comoros","Female","2000","Africa","21.9","21.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312363","Comoros","Male","2000","Africa","28.0","28.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312363","Comoros","Both sexes","2000","Africa","25.0","25.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310091","Congo","Both sexes","1987","Africa","21.1","21.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312767","Congo","Female","2005","Africa","10.6","10.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312767","Congo","Male","2005","Africa","12.9","12.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312767","Congo","Both sexes","2005","Africa","11.8","11.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310168","Costa Rica","Both sexes","1982","Americas","5.5","5.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311431","Costa Rica","Both sexes","1989","Americas","2.4","2.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311431","Costa Rica","Both sexes","1990","Americas","2.5","2.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311431","Costa Rica","Both sexes","1991","Americas","2.2","2.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311431","Costa Rica","Both sexes","1992","Americas","2.0","2.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311619","Costa Rica","Both sexes","1993","Americas","2.0","2.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311619","Costa Rica","Both sexes","1994","Americas","1.9","1.90000","","",""
